job_description,sentiment,transformed_text
"Data Analytics Sales Specialist, Google Cloud Google San Francisco, CA Unknown",negative,data analyt sale specialist googl cloud googl san francisco ca unknown
"Human Resources Analyst (Leaves & Benefits) (C) (Temporary Position) Peralta Community College District Oakland, CA Unknown",neutral,human resourc analyst leav benefit c temporari posit peralta commun colleg district oakland ca unknown
"Data Warehouse Analyst, Senior Health Plan of San Joaquin French Camp, CA Senior",neutral,data warehous analyst senior health plan san joaquin french camp ca senior
"Principal Consultant - BA PM Genpact Milpitas, CA Unknown",negative,princip consult ba pm genpact milpita ca unknown
"Programmer Analyst for Cancer Health Services Research USC Los Angeles, CA Unknown",negative,programm analyst cancer health servic research usc lo angel ca unknown
"10720 - Business Analyst I (IT Corporate Planning) Hyundai Autoever America Fountain Valley, CA Unknown",negative,10720 busi analyst corpor plan hyundai autoev america fountain valley ca unknown
"Operations Analyst Gold Coast Health Plan Camarillo, CA Unknown",neutral,oper analyst gold coast health plan camarillo ca unknown
"Business Analyst Agama Solutions Sacramento, CA Unknown",negative,busi analyst agama solut sacramento ca unknown
"Supply Chain Informatics Analyst, Senior - Supply Chain Admin Keck Medical Center of USC Los Angeles, CA Senior",neutral,suppli chain informat analyst senior suppli chain admin keck medic center usc lo angel ca senior
"Assistant Analyst (Transit) (20426764) City of Thousand Oaks Thousand Oaks, CA Unknown",negative,assist analyst transit 20426764 citi thousand oak thousand oak ca unknown
"Loan Closing Analyst PNC Financial Services Group Calabasas, CA Unknown",negative,loan close analyst pnc financi servic group calabasa ca unknown
"Investigations Data Analyst, Influence Operations - USDS TikTok Mountain View, CA Unknown",negative,investig data analyst influenc oper usd tiktok mountain view ca unknown
Management Analyst Alutiiq California Unknown,negative,manag analyst alutiiq california unknown
"Procurement Analyst Sephora San Francisco, CA Unknown",negative,procur analyst sephora san francisco ca unknown
"Inventory Analyst Segway Inc Arcadia, CA Unknown",negative,inventori analyst segway inc arcadia ca unknown
"Cogito BI Tools Administrator Sutter Health Sacramento, CA Unknown",negative,cogito bi tool administr sutter health sacramento ca unknown
Tableau Dashboard Specialist Fractal Analytics California Unknown,negative,tableau dashboard specialist fractal analyt california unknown
"Accounts Receivable Analyst - PFS - RCSSD Rady Children's Hospital-San Diego San Diego, CA Unknown",negative,account receiv analyst pf rcssd radi children diego san diego ca unknown
"Data Analyst Over J Consulting Los Angeles, CA Unknown",negative,data analyst j consult lo angel ca unknown
"Data Analyst II Fanatics Los Angeles, CA Unknown",negative,data analyst ii fanat lo angel ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Department of Corrections & Rehabilitation Sacramento, CA Unknown",negative,associ government program analyst depart correct rehabilit sacramento ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Department of Public Health Sacramento, CA Unknown",negative,associ government program analyst depart public health sacramento ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Department of Social Services Sacramento, CA Unknown",negative,associ government program analyst depart social servic sacramento ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Centinela State Prison Imperial, CA Unknown",negative,associ government program analyst centinela state prison imperi ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST CA High Speed Rail Authority Santa Clara, CA Unknown",negative,associ government program analyst ca high speed rail author santa clara ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST State Water Resources Control Board Sacramento, CA Unknown",negative,associ government program analyst state water resourc control board sacramento ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST California Governor's Office of Emergency Services Sacramento, CA Unknown",negative,associ government program analyst california governor offic emerg servic sacramento ca unknown
Capital Market - Lead Business Analyst Talent Groups California Unknown,positive,capit market lead busi analyst talent group california unknown
"Principal Capital Market Business Analyst Consultant Infosys Irvine, CA Unknown",negative,princip capit market busi analyst consult infosi irvin ca unknown
"Data Analyst II JT4 Edwards, CA Unknown",negative,data analyst ii jt4 edward ca unknown
"Business Analyst Vervent Inc San Diego, CA Unknown",negative,busi analyst vervent inc san diego ca unknown
"IT Business Analyst Liberated Brands Costa Mesa, CA Unknown",negative,busi analyst liber brand costa mesa ca unknown
"Analyst, Analytics & AI Enablement Herbalife Torrance, CA Unknown",negative,analyst analyt ai enabl herbalif torranc ca unknown
"Project Specialist / Data Analyst (PS) Desert Oasis Healthcare Palm Springs, CA Unknown",negative,project specialist data analyst ps desert oasi healthcar palm spring ca unknown
"Personnel Analyst (Employment, Classification & Development) City of Sacramento Sacramento, CA Unknown",negative,personnel analyst employ classif develop citi sacramento sacramento ca unknown
"Senior Data Analyst KARL STORZ El Segundo, CA Senior",neutral,senior data analyst karl storz el segundo ca senior
"STAFF SERVICES ANALYST Employment Development Department Yolo, CA Unknown",negative,staff servic analyst employ develop depart yolo ca unknown
"Business Analyst Shea Homes Walnut, CA Unknown",negative,busi analyst shea home walnut ca unknown
"SENIOR ADMINISTRATIVE ANALYST City of Burbank, CA Burbank, CA Senior",neutral,senior administr analyst citi burbank ca burbank ca senior
"Senior Data Analyst Taxrise Irvine, CA Senior",neutral,senior data analyst taxris irvin ca senior
"Senior Business Intelligence Analyst GoFundMe San Diego, CA Senior",positive,senior busi intellig analyst gofundm san diego ca senior
"Business Analyst DAVITA Irvine, CA Unknown",negative,busi analyst davita irvin ca unknown
"Financial Analyst III-Hybrid Thermo Fisher Scientific Carlsbad, CA Unknown",negative,financi analyst thermo fisher scientif carlsbad ca unknown
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Department of Transportation Alameda, CA Unknown",negative,associ government program analyst depart transport alameda ca unknown
"EHS Data Analyst Ventura Foods Brea, CA Unknown",negative,eh data analyst ventura food brea ca unknown
"Senior FP&A/Business Analyst Rocket Farms Inc Half Moon Bay, CA Senior",neutral,senior fp analyst rocket farm inc half moon bay ca senior
"Administrative Support Analyst, Information Systems San Diego State University Research Foundation San Diego, CA Unknown",neutral,administr support analyst inform system san diego state univers research foundat san diego ca unknown
"Business Analyst and Project Specialist PABCO Building Products, LLC Rancho Cordova, CA Unknown",negative,busi analyst project specialist pabco build product llc rancho cordova ca unknown
"Quality/Data Analyst Registered Nurse FT Days position Emanuel Medical Ctr Turlock, CA Unknown",negative,analyst regist nurs ft day posit emanuel medic ctr turlock ca unknown
"Early-Career GIS and Environmental Data Analyst Geosyntec Consultants, Inc. Santa Barbara, CA Unknown",negative,gi environment data analyst geosyntec consult santa barbara ca unknown
"Analyst Programmer California State University San Bernardino, CA Unknown",negative,analyst programm california state univers san bernardino ca unknown
"Business and Workforce Info Analyst, Senior Elevance Health Cerritos, CA Senior",neutral,busi workforc info analyst senior elev health cerrito ca senior
"Sr Construction Business Intelligence Analyst CBRE San Jose, CA Unknown",neutral,sr construct busi intellig analyst cbre san jose ca unknown
"Technical Production Support Analyst Skechers Manhattan Beach, CA Unknown",neutral,technic product support analyst skecher manhattan beach ca unknown
"TMGF Order to Cash Pricing Business Analyst INTEL Santa Clara, CA Unknown",negative,tmgf order cash price busi analyst intel santa clara ca unknown
"Data Analyst Recall Masters Laguna Hills, CA Unknown",neutral,data analyst recal master laguna hill ca unknown
"Associate, Data & Analytics Palm Tree Los Angeles, CA Unknown",negative,associ data analyt palm tree lo angel ca unknown
"TMGF Order to Cash Order Management Business Analyst INTEL Santa Clara, CA Unknown",negative,tmgf order cash order manag busi analyst intel santa clara ca unknown
"Sr. Data Governance Analyst Early Warning Services San Francisco, CA Unknown",negative,data govern analyst earli warn servic san francisco ca unknown
"Business Intelligence Analyst University of California Merced Merced, CA Unknown",neutral,busi intellig analyst univers california merc merc ca unknown
"Data Analyst Wiliot San Diego, CA Unknown",negative,data analyst wiliot san diego ca unknown
"Senior Financial Analyst Red Bull North America Santa Monica, CA Senior",neutral,senior financi analyst red bull north america santa monica ca senior
"Senior Data Analyst Competitive Intelligence Cox Communications San Diego, CA Senior",positive,senior data analyst competit intellig cox commun san diego ca senior
"User Solutions Analyst & Project Coordinator California State University San Jose, CA Unknown",negative,user solut analyst project coordin california state univers san jose ca unknown
"Business Analyst Cognizant Technology Solutions San Jose, CA Unknown",negative,busi analyst cogniz technolog solut san jose ca unknown
"Human Resources Analyst II/Sr. Benefits Analyst (NONREP) Bay Area Rapid Transit Oakland, CA Unknown",positive,human resourc analyst benefit analyst nonrep bay area rapid transit oakland ca unknown
"Staff Business Analyst Intuit Mountain View, CA Unknown",negative,staff busi analyst intuit mountain view ca unknown
"Senior Business Analyst AURIGA CORPORATION Milpitas, CA Senior",neutral,senior busi analyst auriga corpor milpita ca senior
"Treasury Analyst, Corporate Treasury Circle San Francisco, CA Unknown",negative,treasuri analyst corpor treasuri circl san francisco ca unknown
"Salesforce Business Analyst & Administrator, Temp Solect San Francisco, CA Unknown",negative,salesforc busi analyst administr temp solect san francisco ca unknown
"Senior Personnel Analyst (Employment, Classification & Development) City of Sacramento Sacramento, CA Senior",neutral,senior personnel analyst employ classif develop citi sacramento sacramento ca senior
"Data Analyst III Fanatics Los Angeles, CA Unknown",negative,data analyst iii fanat lo angel ca unknown
"Accounts Receivable Analyst PowerSchool Group LLC Folsom, CA Unknown",negative,account receiv analyst powerschool group llc folsom ca unknown
ASSOCIATE PERSONNEL ANALYST Department of Alcoholic Beverage Control United States Unknown,negative,associ personnel analyst depart alcohol beverag control unit state unknown
"Business Analyst, Senior Blue Shield of California Oakland, CA Senior",neutral,busi analyst senior blue shield california oakland ca senior
ASSOCIATE PERSONNEL ANALYST Department of Conservation United States Unknown,negative,associ personnel analyst depart conserv unit state unknown
"Data Analyst, Real-Time Supply Management Lyft San Francisco, CA Unknown",negative,data analyst suppli manag lyft san francisco ca unknown
